pca_1,pca_2,pca_3
-0.12213431755171811,0.05040391052176751,-0.09833396955073645
-0.8114115357134289,0.8263466136860896,0.8695125835572765
-0.33083644871621376,1.087892196357044,0.7895446950868895
1.4615859152556918,0.09411454575548059,-0.10440772219597895
-1.0270768220788682,-0.3246668522150461,0.581187667912279
-0.9809285501717102,0.08234624560321663,-0.046790844446338624
1.5463733870232532,-0.038969757871814684,-0.6285514272913211
1.0254856373485575,0.46172919017597447,0.6915431177731818
-0.7719776673383664,0.627539763413749,-0.24320703016671072
0.24445267218196445,-0.17177627992445674,0.7855049523175628
-0.3786782361596832,0.7578743670421766,-0.32293987666917323
1.407341204487135,-0.4529200653949465,0.7615727007742852
0.21443834435284315,0.3275011232874563,-0.05242773343571027
0.34763338513504893,0.6528240967157974,-0.029834154874579397
0.4289435278718239,-0.35243321220148754,-0.8472523171331418
-0.8502650691713618,-0.24510268559018522,-0.7678828682923046
1.5882015086416825,-0.24364745860083278,0.7045396124342815
0.05474312370896261,-0.407640229731697,0.5278526305899128
-0.9858989615981713,0.15296864055409032,-0.6202382763902202
-0.4141001309013181,1.0438615913454372,0.6143125352989384
-0.08728455766427824,0.21690703302581618,-0.5574855545787616
-0.4116890463219093,-0.760867013865867,0.6525075251559115
0.5986586225053998,0.290498551979182,-0.8398418686372303
-0.7404840562649525,1.0531834279179242,-0.599434940193999
-0.39503578918054844,-0.8816642506536165,-0.7116675924794459
0.8053985348983072,0.25783260755878606,0.5132506140853407
-0.27676720418745665,-1.3197485854165272,0.6733797134138894
-0.009651719751038557,-0.22251600018363818,0.6242762027168441
1.1863072201172158,-0.4710476007334873,0.47809680542970606
0.006346072944653555,0.39548463881105855,0.6804272943311941
-0.2744864748026066,0.8171259579245612,0.9322254236555438
-0.5873598999318995,-1.05048929325669,0.6684344583034642
-0.612006996400942,0.6973090603498805,0.8745838976571686
-0.45020276220601124,0.38643639059813706,0.8791351273847713
-0.25117655365199437,-0.25619729521649376,0.4150608351082939
-0.3534230358286874,0.027858970855377634,-0.04928379175166681
-0.9891603050968181,-0.45826659865218117,-0.45780511478303815
-0.19355931178814562,-0.9210167204192373,-0.46570278603476273
1.4162992377992678,0.14528022653484166,-0.6549606649468565
0.5093221293869787,-0.20661468592743684,-0.9090336957453283
-0.2536974856590014,-0.6668994439546962,-0.8875511767783462
-0.7790106959731357,0.12030790111641235,0.029080755630362384
0.9654449401671218,0.399148337283793,0.7994983062620772
-0.08910091212367283,0.4227258263864958,0.8080735278290556
-0.8791639702586792,-0.9681923156565859,-0.6452420157555201
1.3173866903981488,-0.2733706005596679,-0.856134892786303
-0.1544752059156025,0.5746433529050046,-0.0361246772773
-0.6132759019305245,-0.8476438680330292,0.6010695686737729
-0.1870776104621338,-0.5718356354299038,-0.5179436675096563
-0.5477348448282808,1.1652054061196093,-0.20060338270954556
-0.8862307039994566,1.030833049243474,-0.5646108204934385
1.5094815075356414,-0.1780445072550069,0.5232266593611139
0.3682998387307464,0.878635360778864,-0.4946024945568832
0.2098690846039015,0.6628821893585793,-0.12306213991306918
-0.7550726898895161,-0.3871804332288082,0.8678650667623348
-1.5114874233512707,0.3096546088266298,-0.07577553313064765
1.5143980632009877,0.22514587765952637,-0.7606931774772966
-1.107583050900204,1.072407465315852,0.0067824036681066275
-1.038396764517682,-0.10361054613060533,0.6630506316163757
-0.23036273450203745,-0.6921278564374914,0.9182583120078434
-0.3792906419572727,-0.8407832607333665,-0.08527048224930989
1.5554747671125517,-0.3749143699177395,0.76088361074477
-0.6146340177203203,-0.39414847949267867,0.03538102948950551
0.04600130547160741,-0.2195979797859367,-0.09094845437728567
0.1139567592181957,0.8892316265572443,0.09963343895372069
-0.5334812951130906,-0.11170233551191217,-0.15201204667884471
1.0913131240606764,-0.10214574829571894,-0.9469274588272233
-0.6028030966895321,0.7974049647557608,0.028430196152802456
-1.2510059795294135,0.33718426072934066,-0.09350126395853187
-0.9672897337800356,0.3968084303710221,0.6111210984319151
-0.46778511782438403,0.2746500934209882,0.0017400771993630667
1.0817067223794237,-0.2854276027608855,-0.10668589062913969
-0.9868949411803233,0.20033948514539168,0.7899477615745423
-0.2938526959564115,-0.5050154561042816,0.7779625555642279
-0.7226786021612793,-0.7027646220382057,0.7167143237248781
1.7685421846766334,0.518487572485,-0.20475581963919284
-0.7377552636998244,-0.46884254694854866,0.46704452381890527
-0.1766591808046044,-0.3118319705109706,0.8228166968379009
-1.057575276089193,-0.46821112874797466,0.6422328707561534
-0.6646931659644474,0.6738248881012456,-0.45609429075942526
-0.378329648739967,0.6135076313407053,-0.41955234649955697
-0.5233766843517893,0.7215021771173571,0.8500718383094432
-0.45842544781935807,0.43301335605651975,-0.3360111665148143
0.023761709129129276,-0.6547277839204697,-0.6667563817921397
-1.4476037576653362,-0.45697268387747414,-0.8302742663285618
-0.12727636990932584,0.005656926002469172,0.009933036940016404
-0.4214109544366436,-0.4901447035886624,0.5796285388000721
0.09062224544905884,1.2889011940308366,-0.224411465123949
0.2323145614756975,0.48701632112069787,0.6934453877080897
1.0652201378894373,0.16934361134818846,-0.6738110671461567
1.3382447904711878,0.07178371699762168,0.6739847601372978
-0.45152907405015863,-0.756347074259037,-0.6202644838186981
-1.038007219777793,-0.6989525855245526,-0.5693057375784402
0.7449430191225064,0.5810276986442822,-0.8526751446810774
0.8380172685662506,0.6044193003160578,0.9708187800663737
1.4050853531444532,-0.3358561283558845,-0.8764977039212644
-0.7310647393755157,-0.8839925841860818,-0.560367423878307
1.497933005164948,0.05665053992859549,-0.02710791804477892
-0.4835538976082501,0.564521001348366,-0.6578779204807689
-0.5471418002740748,-0.6417751070319533,-0.4320828935947339
1.2643317312204954,-0.06878596187299196,0.8856027325502818
-0.18707557420860563,-0.06299044526971449,-0.08804235414490773
0.42974067726964504,0.6168598642524774,-0.7754059489798817
-0.3214623920839191,0.8350620744949142,-0.5241594177443499
1.2291143447079669,-0.06494118885357635,-0.2885398841502847
0.06200238738544019,-0.9333370652365566,-0.23941468850671732
1.7378640756662294,-0.04064400410216124,0.6811001981088666
-1.2133168490496757,0.3441094937952663,0.2570049506206859
1.6406974226023996,0.17735242412477176,-0.32609400457577425
-1.0895613134324753,-0.31155164077227143,0.6619835061597611
0.009067559755209505,1.0949355112764116,-0.1626871169616777
1.4061213218958486,0.055020118080503624,-0.06107866856296359
-0.7011870288831327,-0.8327134158781616,-0.7606940261677771
-0.5403120529327337,-0.008572904690442388,0.7848271855856863
-0.3619970411474732,-1.060937749397902,-0.023046428063023382
1.46536411676218,-0.14757854063966397,-0.7048595524535141
0.3474379305019527,0.20320619452633987,-0.03528303651048781
-1.0275291362696044,-0.3714443265918022,0.0494347653363237
-0.8022464198712203,-0.7963128895947174,-0.2382979258143802
1.6222816266298905,-0.020652545932263462,0.47566631314810426
-0.7600942253276612,-0.5126784138866557,0.6388861486583591
-1.043062767972353,-0.8196525932955365,-0.852911528423463
-0.6252281136411866,0.7590911742023729,0.10041689279689622
0.012687619123131615,-0.0715526617864795,-0.8610723537372096
-0.10327968962946088,0.5986813739107112,0.8088004980255867
-0.23285027896766736,-0.20877567842204517,-0.6629198004592417
-0.2084349690036151,0.7164738720160395,0.7239942576008933
-0.9174141807331696,-0.753447226372271,0.5801326359377021
-0.16557586483971373,0.9872826138954387,-0.13678694932775756
1.2260620310691208,-0.01991392757535115,0.7262632383287695
-0.6018625206605532,-0.4419061769820914,-0.13291975277312598
1.3426398924405412,0.1692833819300323,-0.018804616003297487
-1.08434428603764,0.09092132535930726,-0.6709566988547419
-0.26361270854881,-0.0023021429390853413,0.647216657267668
-0.5994322587007491,1.124801423610303,0.10442873543193458
1.712029132467649,0.0850257895494365,-0.7661155176356389
-0.5296597788809139,0.6181035651162923,0.07003433205671632
1.3041817796998052,0.042293126654110696,-0.2571946948730179
0.7021795572399353,-0.21412978087154302,0.4788173337387873
-0.7838892090273833,-1.066862794902799,-0.796610985039225
-0.6332510146940867,-0.34582821680529874,-0.5272414613850356
-0.6655974468213083,0.589743822071353,0.984647464560724
-0.06417549327276399,-0.7468610528789517,-0.9314678444350771
0.44139387206045916,0.506371850769795,-0.6245143452873205
1.2214454100670797,-0.31883327050098553,-0.76077059825301
1.1008401725502224,-0.6227207557439088,0.589247455776439
1.7154071552982422,-0.18822616203085513,0.534533878874929
1.1448361433905552,0.08519241560773487,-0.15763824166719748
1.1338325771821045,-0.4606461944930678,-0.18403237008851006
0.5802631576849946,0.2567363176050125,0.8376086656126248
-0.6280278803976829,0.903461421590101,-0.28845431746769506
-1.2317400710507906,0.5611809607853504,-0.11833500445263903
0.14076561499857446,-0.6061565234049705,-0.7244486627198973
-1.3129157552710404,-0.1180187277063052,-0.04500905511205114
-1.063244516856788,0.8756330226903127,-0.6482999383713716
-0.7727200187108993,-0.1691119376622727,-0.4919941100033142
1.1623820422020925,-0.3215863338092876,-0.5464894462062617
0.2917664455916746,0.9741841148485147,-0.08074079287121191
0.7748711881286628,0.5936117468169164,-0.5434396523324316
1.4121868331138143,-0.23521720904985532,-0.7050387846926877
-0.009876605312449676,0.9730838447408162,0.03460898837268231
